Nx,dx,dt,Nt,runtime_sec,AZ_Relative_L2_Error,TimeRef_dt,TimeRef_Relative_L2_Error,Observed_Time_Order
201,0.1999999999999993,0.02,500,0.049426300000050105,0.005660207654626773,0.00125,0.0054078891314747034,nan
201,0.1999999999999993,0.01,1000,0.09624510000139708,0.002751612819973603,0.00125,0.0024990596046856493,1.1136802635292251
201,0.1999999999999993,0.005,2000,0.15796749999935855,0.0013183694067223633,0.00125,0.0010656979384155293,1.2295867329942372
201,0.1999999999999993,0.0025,4000,0.31067979999716044,0.0006070779970407394,0.00125,0.0003543407188483046,1.588589411819072
